# object_id, ra, dec, hsc_id
43158172147407737,150.79881202366658,1.621170355049543,933960
43153653841810452,149.4614350431428,2.368368893830452,930581
43159009666035157,149.72622344691106,2.2357565497045657,937374
43158593054203571,150.199140627414,1.9824087203736616,935577
43153636661948587,149.43510529711912,1.7471936523533402,930482
43158472795132894,150.3733811174735,2.872428943529937,935343
43153658136778267,149.4585358630483,2.5621494068594584,930645
43158326766242250,150.6016644259819,2.5048592478716483,934696
43158193622249349,150.75685947230286,2.607196863804314,934245
